CET Time,UK Time (HH:MM),Area Code,                   Area Name,Unit Price (inc VAT)
2021-10-01 00:00:00+00:00,00:00,F,North_Eastern_England,9.18
2021-10-02 00:00:00+00:00,00:00,F,North_Eastern_England,8.07
2021-10-03 00:00:00+00:00,00:00,F,North_Eastern_England,8.07
2021-10-04 00:00:00+00:00,00:00,F,North_Eastern_England,8.26
2021-10-05 00:00:00+00:00,00:00,F,North_Eastern_England,9.21
2021-10-06 00:00:00+00:00,00:00,F,North_Eastern_England,11.53
2021-10-07 00:00:00+00:00,00:00,F,North_Eastern_England,10.02
2021-10-08 00:00:00+00:00,00:00,F,North_Eastern_England,9.65
2021-10-09 00:00:00+00:00,00:00,F,North_Eastern_England,8.23
2021-10-10 00:00:00+00:00,00:00,F,North_Eastern_England,8.23
2021-10-11 00:00:00+00:00,00:00,F,North_Eastern_England,8.28
2021-10-12 00:00:00+00:00,00:00,F,North_Eastern_England,8.93
2021-10-13 00:00:00+00:00,00:00,F,North_Eastern_England,9.11
2021-10-14 00:00:00+00:00,00:00,F,North_Eastern_England,9.37
2021-10-15 00:00:00+00:00,00:00,F,North_Eastern_England,10.21
2021-10-16 00:00:00+00:00,00:00,F,North_Eastern_England,8.73
2021-10-17 00:00:00+00:00,00:00,F,North_Eastern_England,8.73
2021-10-18 00:00:00+00:00,00:00,F,North_Eastern_England,8.87
2021-10-19 00:00:00+00:00,00:00,F,North_Eastern_England,9.01
2021-10-20 00:00:00+00:00,00:00,F,North_Eastern_England,8.73
2021-10-21 00:00:00+00:00,00:00,F,North_Eastern_England,9.1
2021-10-22 00:00:00+00:00,00:00,F,North_Eastern_England,9.33
2021-10-23 00:00:00+00:00,00:00,F,North_Eastern_England,8.96
2021-10-24 00:00:00+00:00,00:00,F,North_Eastern_England,8.96
2021-10-25 00:00:00+00:00,00:00,F,North_Eastern_England,9.03
2021-10-26 00:00:00+00:00,00:00,F,North_Eastern_England,9.06
2021-10-27 00:00:00+00:00,00:00,F,North_Eastern_England,9.15
2021-10-28 00:00:00+00:00,00:00,F,North_Eastern_England,8.89
2021-10-29 00:00:00+00:00,00:00,F,North_Eastern_England,7.99
2021-10-30 00:00:00+00:00,00:00,F,North_Eastern_England,6.45
2021-10-31 00:00:00+00:00,00:00,F,North_Eastern_England,6.45
2021-11-01 00:00:00+00:00,00:00,F,North_Eastern_England,6.48
2021-11-02 00:00:00+00:00,00:00,F,North_Eastern_England,7.08
2021-11-03 00:00:00+00:00,00:00,F,North_Eastern_England,7.58
2021-11-04 00:00:00+00:00,00:00,F,North_Eastern_England,8.35
2021-11-05 00:00:00+00:00,00:00,F,North_Eastern_England,7.97
2021-11-06 00:00:00+00:00,00:00,F,North_Eastern_England,7.93
2021-11-07 00:00:00+00:00,00:00,F,North_Eastern_England,7.93
